aguja,alicate,ardilla,ballena,burro,caballo,camello,canguro,cepillo,cerdo,clavo,conejo,cuchara,cuchillo,elefante,gallina,gallo,gorila,lapiz,llave,martillo,navaja,oveja,pantera,perro,pincel,pinza,sierra,soplete,taladro,tigre,tijera,tornillo,tortuga,tuerca,yegua
-0.25841,-0.063108,0.27594,0.14636,0.041797,-0.088472,-0.20116,-0.059157,-0.30783,0.00056506,-0.14298,-0.1285,-0.083447,-0.23805,0.047056,-0.066569,-0.10857,-0.15262,-0.11649,-0.071881,-0.22698,-0.072069,0.059794,-0.13747,-0.22821,-0.15681,-0.19588,0.58236,0.33754,-0.40272,-0.14469,-0.12328,-0.24642,0.25557,-0.20385,0.23021
0.013317,-0.59595,-0.30884,-0.38869,-0.23189,-0.29167,-0.50316,-0.23207,-0.70199,-0.10819,-0.56308,-0.13396,-0.136,-0.25614,-0.49057,-0.23929,-0.39545,-0.45123,-0.28344,-0.25689,-0.10755,-0.39415,-0.14561,-0.33355,-0.39958,-0.47788,-0.52296,-0.070964,-0.68166,-0.27413,-0.2739,-0.46787,-0.42451,-0.37483,-0.27353,-0.18529
-0.059399,0.17037,-0.13876,-0.24434,0.29647,0.29227,-0.069595,-0.18346,-0.19833,-0.27191,0.10505,0.04031,0.08742,0.13601,0.28196,0.084668,0.15325,0.13257,0.59531,0.17077,-0.32622,0.35102,-0.065532,-0.11558,0.18105,0.2159,0.21635,0.40026,0.10491,0.00023756,0.40692,0.38,0.34546,-0.16959,0.14815,0.12629
-0.21802,-0.031892,-0.12996,-0.13724,0.17664,-0.073231,-0.097863,-0.028181,-0.17649,-0.62178,-0.60692,-0.097272,-0.38113,-0.26784,-0.38301,-0.13529,0.11851,-0.031217,0.081818,-0.58304,-0.35948,-0.11654,-0.32347,-0.35326,-0.19192,-0.0068118,-0.42669,0.18334,-0.42927,-0.69086,-0.15483,-0.17066,-0.51621,-0.20729,-0.22326,-0.266
-0.32233,-0.39459,-0.41457,-0.50106,-0.11363,0.059725,0.029387,-0.11299,-0.51228,-0.20827,-0.24799,-0.10276,-0.44886,-0.01454,-0.27502,-0.058462,-0.14642,0.046188,-0.013177,-0.18825,-0.13107,-0.036129,-0.23908,-0.065563,0.11347,-0.047246,0.023886,-0.30197,-0.069545,-0.31457,-0.1023,-0.23854,-0.1501,-0.55447,0.25846,-0.17333
-0.1464,-0.032998,-0.13093,-0.13932,-0.24858,0.039226,-0.11087,-0.091294,-0.1717,-0.304,-0.11182,-0.35314,0.079915,0.037595,0.14254,-0.044647,-0.058473,-0.30475,-0.38808,-0.018263,0.14407,0.10162,-0.38597,0.04065,0.24817,0.1174,-0.27506,-0.029948,-0.43596,0.144,0.14186,0.17183,0.17232,-0.026669,0.32004,0.20775
-0.2931,-0.17038,0.52913,-0.39401,-0.13182,0.119,-0.27415,0.34561,0.010324,-0.19992,-0.051016,0.21841,0.0015491,-0.092729,0.13631,-0.072472,-0.036112,0.072755,0.012319,-0.018344,-0.15199,-0.16339,-0.32455,0.25889,0.075257,-0.16595,-0.19688,-0.62046,0.18432,0.15546,0.28949,-0.31335,-0.037597,-0.25804,-0.48184,-0.26466
0.10849,0.33391,0.16709,0.090413,-0.046586,-0.12662,0.18157,-0.20176,0.14994,0.014991,0.50243,0.17827,0.40547,0.255,-0.012402,-0.12386,0.096682,-0.095324,0.35592,0.9596,0.50554,0.044206,-0.23333,0.084665,-0.020229,0.2483,0.51274,0.10556,0.56467,0.47446,0.17394,0.34611,0.41356,0.34782,0.23031,-0.17575
0.17737,0.05831,0.078955,0.15143,0.12272,0.20571,0.038196,0.27098,0.086256,-0.17421,0.015114,-0.068999,0.11706,0.052972,0.089645,0.13117,0.4555,0.13032,0.24453,0.021578,-0.048176,0.10528,-0.063749,0.075324,-0.063913,-0.25092,-0.11539,0.19516,-0.042589,-0.10369,0.35915,0.46252,-0.052235,0.045084,-0.059385,0.09176
0.091588,0.094809,0.30576,0.021626,0.044624,-0.32021,-0.1044,0.3381,0.23218,-0.38045,-0.16677,0.39475,0.082373,-0.25345,0.086989,-0.092137,0.35795,0.22448,0.38108,0.20247,0.034319,-0.24434,-0.14207,0.19052,-0.11026,0.1813,0.1271,0.035859,0.092403,-0.21597,-0.14685,0.16086,-0.4908,0.16828,-0.19532,-0.083308
0.14938,0.31344,-0.012631,0.081128,-0.13362,-0.24407,-0.098572,-0.026659,0.26436,-0.14974,0.18307,-0.1355,-0.14233,0.13502,-0.29795,-0.068813,-0.063183,0.323,-0.20126,0.012454,-0.022753,0.36705,-0.35124,-0.53101,-0.13633,0.081081,-0.23953,0.11502,-0.15778,0.25249,-0.076979,0.020548,0.27854,-0.04619,-0.17637,-0.31707
0.14708,-0.06672,-0.10097,0.066383,-0.047858,-0.17443,-0.053746,-0.26169,-0.14384,0.039208,-0.064135,-0.26879,0.27917,-0.30943,-0.054756,0.057662,-0.042031,0.29687,-0.24975,-0.017423,-0.14545,0.032427,-0.0041502,0.038854,0.02544,0.053292,-0.22398,-0.40037,-0.55027,-0.37697,-0.096006,0.08673,0.15281,0.25191,0.42339,-0.37399
-0.18998,0.21914,-0.21823,-0.34415,-0.26539,-0.15654,-0.13692,-0.26541,0.067124,-0.20644,-0.43031,-0.2292,-0.07429,-0.24816,-0.058618,0.095569,-0.22398,-0.30258,0.11593,-0.054833,-0.35319,-0.18073,-0.27588,-0.091623,-0.25213,0.2483,0.020256,-0.24052,-0.047548,0.031182,-0.13428,-0.23878,0.11561,-0.095123,0.0206,-0.19648
0.060473,0.17872,0.23372,0.001973,-0.1396,0.033494,-0.17353,0.079389,-0.14751,0.14821,0.068462,0.28155,0.069981,-0.15248,0.15612,0.36867,0.48429,-0.171,-0.010349,-0.051729,0.21151,-0.26613,0.0078635,0.21454,-0.084297,-0.18248,-0.15696,-0.16885,-0.011425,0.23923,0.25716,-0.12187,0.20314,0.060858,0.15099,-0.053189
0.14581,0.58537,0.20602,0.079918,0.051138,-0.005424,-0.21262,0.091717,-0.10274,0.10175,0.13665,0.14138,0.051998,0.27967,-0.049466,0.15162,-0.14661,0.3994,0.18994,0.35985,0.11928,0.16607,0.099613,0.35232,0.43627,-0.058287,0.47866,0.13886,0.12256,0.56618,0.26661,-0.060998,0.064657,0.10728,0.19996,0.25207
-0.15752,0.32293,0.060662,-0.21591,0.13201,-0.082158,0.041298,0.43494,0.11468,0.27449,0.38308,0.072385,0.244,0.50078,0.22551,0.2184,0.14883,-0.032911,-0.1363,0.055341,-0.0063472,0.33572,0.070263,0.20848,0.12264,0.052085,0.33721,-0.45114,0.25518,0.38821,0.052847,0.17042,0.085099,0.10473,0.19596,-0.12581
0.15012,0.026273,-0.018458,0.032438,-0.30659,-0.041002,0.067774,-0.28578,-0.0483,-0.35046,-0.06025,-0.23636,-0.36882,0.21376,0.054359,-0.41206,-0.24102,0.16209,0.48308,0.11563,-0.0077503,0.03095,-0.65642,0.27579,-0.16535,0.42099,0.17525,-0.15354,-0.23039,0.045086,0.11254,0.21334,-0.15172,-0.13702,0.070303,-0.50337
-0.59382,-0.11311,0.022264,-0.16836,0.029629,0.23271,0.13578,0.061659,0.14291,0.26128,-0.027136,-0.053774,-0.15296,-0.097953,0.22689,0.14014,0.088123,0.29394,0.12395,-0.12113,-0.2994,-0.16902,0.35807,-0.078234,0.39359,0.27311,-0.52919,-0.265,0.35605,0.21336,0.043343,0.14093,-0.21122,0.16952,-0.033595,0.098902
0.19976,-0.28953,0.12197,-0.38262,-0.34856,-0.1308,-0.42702,-0.29945,-0.26631,-0.43735,-0.14312,-0.0028932,-0.038363,-0.22907,-0.16394,-0.34402,-0.16044,-0.25873,-0.034998,0.12244,-0.16156,-0.16132,-0.11661,0.49203,-0.25045,-0.23947,0.093655,0.0050815,-0.44366,-0.19939,-0.23838,-0.10995,-0.28658,-0.13073,0.090212,0.019164
0.088451,0.18657,0.42801,-0.056947,0.27419,0.20833,0.25884,0.0071232,-0.13493,-0.12043,-0.33049,0.16815,0.086401,-0.091097,0.254,-0.20515,-0.027923,0.01299,0.21996,0.10354,-0.49761,-0.051374,0.40722,0.063086,0.38818,-0.094842,-0.13896,-0.51015,-0.068445,-0.10214,0.15625,0.1038,-0.060778,0.12957,-0.20056,-0.062166
0.19702,-0.74891,-0.14935,-0.063493,-0.094993,-0.24199,-0.14242,-0.069495,-0.048492,-0.3332,-0.075002,-0.25938,-0.14259,-0.29429,-0.17611,-0.24423,-0.13722,0.001705,0.071052,-0.12604,-0.40512,-0.43948,-0.21723,-0.48206,-0.16196,-0.029207,-0.11536,-0.35974,-0.47021,-0.085732,-0.30397,-0.0028144,-0.26678,0.16968,-0.15212,-0.078014
0.22055,0.2848,0.51945,-0.019313,0.34869,0.335,0.16764,0.25951,0.17629,-0.032907,0.2614,0.32999,0.36891,0.087615,0.33928,-0.054482,-0.040399,0.47279,0.44363,-0.08897,0.35092,0.17863,-0.38553,0.66006,0.11106,0.0066215,0.086741,-0.10362,-0.44195,-0.029664,0.39574,-0.13832,0.26797,0.54931,-0.040188,-0.027864
0.27461,-0.2311,-0.17174,0.27544,-0.032605,0.31084,0.14607,0.035392,0.0037324,-0.046343,-0.22235,0.050715,-0.21788,0.065083,0.16119,0.038685,-0.042763,0.21906,-0.022763,-0.55565,0.019901,0.28289,0.12065,-0.25408,0.29157,0.090721,-0.21811,-0.082294,0.073047,-0.29957,-0.40062,-0.0053515,0.038049,-0.090589,-0.32534,0.16887
0.23951,-0.094755,0.3765,-0.079184,0.4401,-0.072386,0.083146,-0.18064,-0.13626,-0.093623,-0.0086915,0.35577,0.049456,0.23639,-0.21466,0.24168,-0.066061,-0.15958,-0.16033,0.0097152,-0.1092,0.26443,0.23267,0.050543,-0.13713,-0.32329,-0.25308,-0.056027,0.0597,-0.13668,0.12957,0.39171,0.10552,-0.056932,0.26176,-0.01713
0.10252,0.17487,-0.21628,-0.064532,0.15942,-0.035488,0.020869,-0.057605,-0.037201,-0.065664,-0.094724,-0.51074,0.054441,-0.12296,0.076799,-0.057549,-0.1922,0.20416,0.17572,-0.0069096,0.019411,-0.051681,-0.19275,-0.29804,-0.0096701,0.080269,-0.067483,0.12816,0.21228,-0.046365,-0.0057727,-0.0072666,0.11368,-0.14182,0.1383,-0.12475
-0.066304,-0.029987,-0.27227,-0.22981,-0.59038,-0.25869,-0.27116,-0.040871,0.20239,-0.66858,-0.29254,-0.35123,-0.43132,-0.21424,-0.26105,-0.55366,-0.41199,-0.52871,-0.11527,-0.36334,-0.2013,0.0031373,-0.36895,-0.47755,-0.41638,0.07925,-0.34826,-0.36616,-0.40533,-0.22302,-0.54687,0.023816,-0.41377,-0.58178,-0.27042,-0.5377
0.4446,0.42744,0.26103,0.36066,0.23325,0.23598,0.31743,0.53346,0.24866,0.20297,0.47423,0.16729,0.17216,0.46148,0.016621,0.27641,0.25972,0.28802,0.43253,0.4645,0.45076,0.75416,0.19602,0.4042,0.45081,0.30145,-0.044323,0.18673,0.48513,-0.038133,-0.07649,0.56354,0.17331,0.37098,0.47837,0.088443
-0.30558,-0.25656,0.037933,-0.11464,-0.46474,-0.1804,-0.27629,-0.39637,-0.15215,-0.0050596,-0.17769,-0.19524,-0.17517,-0.26667,-0.39031,-0.14763,-0.10327,-0.26841,-0.43132,0.11688,-0.14751,0.081092,-0.092798,-0.28101,-0.48613,-0.62205,0.094336,-0.028995,0.3817,-0.090126,-0.049709,0.061152,0.00041883,-0.33052,-0.0086119,-0.37793
-0.11607,-0.16699,0.039208,-0.21649,0.1661,0.096131,0.096513,-0.10841,-0.073454,-0.055088,-0.25912,0.0033171,-0.13153,0.032414,-0.13513,-0.13025,-0.2845,-0.34235,-0.45796,-0.49825,-0.41646,-0.0012769,-0.23515,-0.25954,0.072041,-0.10703,-0.19261,-0.29059,-0.18189,-0.51165,-0.20027,-0.22296,-0.35616,-0.10714,-0.39651,0.14159
-0.40816,-0.31466,-0.22532,-0.0048397,-0.067424,0.13778,-0.26274,-0.44287,-0.28543,-0.074886,-0.064732,-0.21021,-0.011486,0.18154,-0.22824,0.045401,0.1669,-0.15922,-0.4104,0.29072,-0.025518,0.36569,-0.13535,0.056643,0.010384,-0.2885,0.14118,0.37714,0.23382,0.25301,0.18075,0.34719,0.10898,-0.10685,0.22115,0.2914
0.12752,0.11076,-0.060839,-0.1351,-0.00074447,0.16796,-0.02762,0.30622,0.47142,0.21375,-0.069424,0.1234,-0.074617,-0.030783,0.32309,0.035704,0.11941,0.28906,0.18,-0.24111,-0.25677,0.13134,-0.076346,-0.29857,0.12223,0.14095,-0.084595,0.66944,0.31579,-0.18989,-0.012192,0.083142,-0.10463,0.1766,-0.39204,0.19052
0.16308,0.18192,0.22207,0.15825,-0.15073,-0.089169,-0.13174,0.073369,-0.0051161,-0.061969,-0.22195,-0.37271,-0.31775,-0.11143,-0.092394,-0.25079,-0.16837,-0.28319,0.28248,-0.034127,-0.02725,-0.23088,0.12069,0.13976,0.088299,0.14169,-0.14927,-0.2795,0.41514,-0.15088,-0.37814,0.042341,0.15609,-0.05604,0.13732,-0.037205
-0.39238,0.20531,0.19912,0.18545,0.14327,-0.042341,-0.078404,0.19987,-0.048972,0.23325,-0.44481,0.17538,-0.25714,-0.13974,0.1274,-0.1961,0.0070377,0.52943,-0.12662,-0.035475,0.14953,-0.11538,-0.0070341,-0.12999,-0.10984,-0.60962,0.082171,0.35808,-0.20512,-0.040455,0.16039,-0.31043,-0.237,0.20789,-0.31554,0.21107
0.44436,0.057602,-0.048264,0.087511,0.16916,0.16926,0.053791,0.19218,0.037912,0.3111,-0.0012523,-0.1023,0.15407,0.21971,0.16191,0.31747,0.36373,-0.0058791,-0.059755,0.24184,0.046988,0.096792,0.026906,-0.13276,0.11515,0.0097181,0.19821,-0.090363,0.15911,0.279,0.021668,-0.108,0.21371,-0.029535,-0.074436,0.52538
0.1113,0.20364,0.06607,0.033018,-0.32396,-0.42231,-0.29919,-0.086029,0.39096,-0.57428,-0.2646,-0.42872,0.11819,-0.18781,0.10749,-0.48106,-0.36251,-0.23803,-0.13219,-0.19586,0.080068,0.065595,-0.57692,-0.31068,-0.27012,-0.48097,-0.026586,0.089796,0.40362,0.092987,-0.47177,-0.1962,0.082573,-0.10719,0.05367,-0.58491
-0.094485,-0.034365,-0.099528,0.013968,0.24681,-0.17149,-0.23358,-0.039854,-0.28067,-0.20834,0.21427,-0.099587,0.025892,-0.078705,0.16603,-0.13387,-0.25991,-0.013201,0.065531,-0.12309,0.11624,-0.013419,0.022129,0.10641,0.017911,-0.35178,-0.55144,-0.30397,-0.0052636,0.08868,0.078425,-0.43583,0.070176,0.30931,-0.1355,0.0020745
-0.012002,-0.16273,-0.23615,-0.029052,-0.21922,-0.14286,-0.22478,-0.17459,0.29754,0.1015,0.12069,0.072863,-0.076462,0.20957,-0.13048,0.13282,0.059695,0.039001,0.32763,0.10468,0.098858,0.089858,-0.073976,0.50651,-0.07079,0.45751,0.1862,0.027085,0.27567,0.019154,-0.057465,0.30083,0.22926,-0.076774,0.24439,-0.48055
-0.042323,0.23297,0.25023,-0.1169,-0.20732,-0.12716,-0.21486,0.033055,-0.16108,-0.25687,-0.0026881,-0.19961,-0.3065,-0.056013,-0.22894,0.0092559,-0.1076,-0.11327,-0.23789,0.32337,-0.28761,0.14667,-0.028853,-0.098338,-0.20478,0.09157,-0.17557,-0.19155,-0.136,-0.16751,-0.22724,-0.0088222,-0.46762,-0.12473,-0.058164,-0.41583
-0.39628,-0.22811,-0.047788,0.022192,0.21124,0.53286,0.14506,0.10157,-0.33088,-0.07971,-0.0061738,-0.098459,0.011373,0.3849,0.36705,-0.11208,0.18948,0.18337,-0.2312,0.3455,-0.12508,0.40046,0.080244,0.042339,0.3907,-0.35292,-0.29616,0.29214,0.19108,-0.19567,0.058277,-0.12094,-0.16784,-0.069099,0.0070973,0.46261
-0.27993,0.17638,-0.033814,-0.36966,0.11118,-0.21541,-0.18848,-0.60655,-0.3045,-0.13174,-0.17212,-0.19828,-0.23063,-0.24535,-0.055314,-0.03043,-0.047686,-0.1402,-0.56847,-0.071173,-0.14581,-0.34193,-0.25086,0.12673,0.0050087,-0.62911,-0.42176,-0.058027,-0.043629,-0.45065,-0.13708,-0.414,-0.54829,-0.10265,-0.14808,0.15552
-0.092518,0.041482,-0.10837,0.022007,0.11208,-0.09899,-0.10034,-0.11321,-0.1989,-0.10091,-0.21012,-0.05826,-0.12795,-0.36854,-0.11057,-0.12918,-0.13065,0.1159,0.023933,-0.15755,-0.44624,-0.5231,-0.24025,0.01143,-0.14135,-0.063619,0.15534,-0.37381,-0.869,-0.35301,-0.1445,-0.13271,-0.12054,-0.00091852,0.10925,0.12697
-0.084284,-0.59908,-0.46824,-0.57468,-0.16153,-0.15756,-0.1664,-0.48202,-0.065475,-0.58865,-0.034982,-0.26036,-0.70164,-0.1709,-0.11393,-0.53901,-0.28492,-0.18464,-0.11118,-0.2457,-0.30872,-0.062065,-0.38992,-0.14485,-0.15096,-0.067391,-0.35582,-0.30617,-0.11173,-0.28646,-0.17847,-0.1928,-0.0080508,-0.18839,-0.2489,-0.12306
0.1021,0.032411,0.17045,0.12004,-0.097411,-0.22836,-0.092436,0.11188,-0.2678,-0.11892,-0.23968,-0.29274,-0.16382,-0.10866,-0.019154,-0.19087,-0.25124,0.016934,0.11349,-0.30364,0.15226,0.0063259,0.018724,0.078502,-0.21681,0.0056324,-0.12181,-0.0057022,0.16728,-0.14464,0.072967,-0.24283,-0.27749,0.037131,-0.38401,-0.0567
-0.10468,-0.14225,-0.1448,-0.010993,0.076236,-0.078936,-0.33125,-0.062658,0.22731,0.10629,-0.18735,0.19039,-0.018667,-0.29448,-0.11518,0.10869,-0.082588,-0.14551,-0.078839,0.07922,-0.09065,-0.17408,-0.17821,-0.44299,-0.099084,0.077663,0.31125,0.18014,-0.069463,0.25472,-0.21287,0.32656,0.090215,-0.23829,0.38582,0.11338
0.52679,0.034091,-0.14505,0.14123,0.18255,-0.042087,-0.2873,-0.27154,-0.25826,0.40529,0.20454,-0.07401,-0.39625,0.085419,0.09133,0.20225,0.37623,-0.1983,-0.24589,-0.17642,0.33338,0.063354,-0.051208,0.13681,-0.23558,-0.17175,-0.16862,0.23957,0.23159,-0.2179,0.023212,0.064961,0.24217,-0.13997,0.37528,-0.21061
0.37366,0.045787,0.67593,0.15423,0.25546,0.21198,0.36267,0.2673,0.29047,0.50602,0.11581,0.6256,0.29381,0.37355,0.38721,0.29181,0.35396,0.13532,0.12342,0.10141,0.16368,0.04313,0.4922,0.23374,0.0032393,-0.0030232,0.010959,0.54276,0.19315,0.21206,0.39415,-0.025101,-0.06219,-0.017509,0.21909,0.1884
-0.18099,-0.055757,-0.29735,-0.067209,0.048186,-0.013143,-0.14589,0.07563,-0.029958,-0.35182,-0.22333,-0.23199,-0.26462,-0.011907,-0.11704,0.12905,-0.12227,-0.19332,0.087768,0.39855,0.10413,0.29335,0.080812,-0.22324,-0.022547,0.016793,-0.068576,0.051836,-0.31724,-0.37128,-0.18183,0.0030771,-0.32453,-0.11619,-0.30275,0.12151
0.074543,0.33707,-0.083981,-0.34827,0.30893,-0.018802,0.052769,-0.40111,0.16675,-0.070828,0.0035967,0.10971,0.054391,-0.057405,-0.1888,0.18145,0.19414,-0.22701,0.074268,-0.15051,-0.050814,0.021084,-0.037978,0.10324,0.025762,0.01257,-0.12702,-0.15101,0.24054,0.12029,-0.11651,-0.032705,-0.107,-0.24677,0.14727,-0.079885
-0.11034,-0.24947,0.23605,0.026299,-0.12982,0.073486,0.19761,0.15236,0.089081,0.003774,0.064572,0.039771,0.14645,0.18087,0.18347,-0.026523,0.14131,0.13082,-0.18649,-0.13221,0.22181,0.18543,0.265,0.43339,-0.08369,0.26951,0.28619,0.35175,0.018903,0.19614,0.54408,0.48617,0.28623,0.005323,0.1659,0.28957
-0.16194,-0.26212,-0.35557,-0.25101,-0.27472,-0.23584,0.053418,0.0025517,-0.16881,-0.32443,-0.083122,-0.14972,0.30186,0.023157,-0.44454,-0.077461,0.22357,-0.28332,0.0061471,0.0017169,-0.21309,-0.12815,-0.44814,-0.049451,-0.0074316,-0.010759,0.040587,0.31708,0.32183,-0.077952,-0.14884,-0.29796,-0.16442,-0.62559,-0.55842,-0.02635
0.20012,0.12718,0.36205,0.33494,0.3415,0.19915,0.3917,0.17778,0.044703,0.37238,0.22421,0.36443,0.052834,-0.035566,0.066169,0.44395,0.26155,0.34746,0.13236,-0.19471,-0.009372,0.07489,0.090357,0.52747,0.51273,0.568,-0.066482,0.20662,0.035065,0.0019464,0.62012,-0.23622,-0.30104,0.32179,0.060921,0.54114
-0.22814,-0.1058,-0.075757,-0.26702,-0.14413,-0.012304,-0.065231,0.29947,0.063359,0.17009,-0.23378,0.0209,-0.056179,-0.109,-0.11399,0.30797,-0.098329,-0.019052,-0.40542,-0.10201,-0.10936,-0.15034,-0.18731,-0.082459,-0.18698,-0.43422,-0.1588,0.29731,-0.68603,-0.38681,-0.46272,-0.25447,-0.21785,0.10123,0.059272,0.014551
0.18812,-0.39272,-0.20098,0.11945,-0.12719,-0.14928,-0.17934,-0.18533,0.065305,-0.013765,0.0933,-0.059226,0.16103,0.064309,0.14658,0.040385,-0.41434,-0.18559,-0.046226,0.042857,-0.071112,-0.055312,0.012777,-0.18733,-0.18212,-0.31846,0.26225,-0.12239,-0.25045,0.15142,-0.1938,0.0015671,0.07976,0.21841,0.093428,-0.26251
0.3288,0.14158,0.48684,-0.042391,-0.0058707,0.16906,0.013019,0.28303,0.35461,-0.097717,-0.099401,0.35245,0.23408,0.22645,0.0036163,-0.18626,-0.052897,0.02147,0.045358,-0.0034422,0.37735,0.19974,0.021394,0.4049,0.018821,0.34766,0.096336,0.025409,0.34491,-0.009395,0.012667,0.23005,0.26783,-0.10007,0.4168,0.31333
-0.25431,-0.27917,-0.010737,-0.26043,0.066003,-0.22734,-0.25686,0.024765,-0.24123,-0.21389,-0.42547,-0.17353,-0.058352,0.054793,0.017966,-0.11674,0.019245,0.10285,-0.018117,-0.37835,0.034712,0.1136,-0.37834,-0.18698,0.084254,-0.32189,-0.076627,0.036037,-0.19539,-0.033248,0.0064665,-0.082522,-0.22398,0.1516,-0.22772,-0.28634
-0.10434,-0.4204,-0.48473,0.067624,-0.23529,0.027544,-0.093028,-0.12519,-0.32708,-0.34326,-0.063043,-0.37596,-0.13321,-0.24284,0.25996,-0.053137,-0.028549,-0.1241,-0.27138,-0.22407,-0.4169,-0.067133,-0.03691,0.045583,-0.22618,-0.46109,-0.22081,-0.48542,-0.25377,-0.36255,0.21042,-0.1684,-0.40193,-0.25612,-0.22035,-0.0064812
0.011443,0.19255,0.14999,-0.10218,0.023061,-0.16965,0.030247,0.17337,-0.25315,0.063873,-0.41213,0.23504,-0.1927,-0.2253,-0.20333,0.062194,0.11116,-0.14299,0.16748,0.17215,-0.031679,-0.22815,0.084866,-0.0058516,-0.23177,-0.10662,0.0414,0.16404,-0.027223,-0.43743,-0.0016126,-0.40681,-0.086605,0.3546,0.048601,0.34591
-0.14355,-0.42583,-0.0033059,0.054936,0.036016,-0.14964,0.025174,0.37184,0.036262,0.39746,-0.34222,0.037699,0.1709,-0.02651,-0.047964,0.31465,0.25942,0.12271,-0.0066863,-0.39938,0.0024164,0.049977,0.20483,0.055462,0.1802,0.3194,-0.042412,-0.14109,-0.3199,-0.16102,-0.055035,-0.058971,-0.10884,0.15204,-0.4973,0.14198
